field,age_floor,age_ceiling,sex,n,mean,sd
upfaceheight,12,13,3,48,70.97,4.11
lowfaceheight,12,13,1,24,64.19,4.17
lowfaceheight,12,13,3,48,64.21,4.61
incanthwidth,12,13,1,24,32.32,2.95
incanthwidth,12,13,3,48,32.36,2.9
outcanthwidth,12,13,1,23,85.5,4.28
outcanthwidth,12,13,3,45,84.17,4.43
palpfislength_r,12,13,1,23,27.54,1.66
palpfislength_r,12,13,3,45,26.99,1.84
palpfislength_l,12,13,1,23,27.1,1.75
palpfislength_l,12,13,3,45,26.5,1.92
nasalwidth,12,13,1,24,32.57,2.49
nasalwidth,12,13,3,48,32.24,2.3
subnasalwidth,12,13,1,24,17.25,1.69
subnasalwidth,12,13,3,48,16.66,1.89
nasalpro,12,13,1,24,18.59,1.87
nasalpro,12,13,3,48,18.48,1.82
nasalalalength_r,12,13,1,24,29.36,2.15
nasalalalength_r,12,13,3,48,28.89,2.03
nasalalalength_l,12,13,1,24,29.36,2.12
nasalalalength_l,12,13,3,48,29,2.07
nasalheight,12,13,1,24,52.6,3.65
nasalheight,12,13,3,48,52.35,3.38
nasalbdglength,12,13,1,24,44.19,3.52
nasalbdglength,12,13,3,48,43.82,3.24
labfiswidth,12,13,1,24,44.62,4.54
labfiswidth,12,13,3,48,43.5,4.23
philwidth,12,13,1,24,11.17,1.51
philwidth,12,13,3,48,10.97,1.52
phillength,12,13,1,24,13.7,2.17
phillength,12,13,3,48,13.35,2.38
uplipheight,12,13,1,24,19.85,2.5
uplipheight,12,13,3,48,19.56,2.62
lowlipheight,12,13,1,24,16.4,1.48
lowlipheight,12,13,3,48,16.83,1.7
upvermheight,12,13,1,24,7.59,1.62
upvermheight,12,13,3,48,7.71,1.65
lowvermheight,12,13,1,24,8.02,1.9
lowvermheight,12,13,3,48,8.31,1.74
cutlowlipheight,12,13,1,24,9.84,1.85
cutlowlipheight,12,13,3,48,10.13,1.89
maxcranwidth,12,13,2,20,143.75,6.92
minfrntwidth,12,13,2,20,104.7,8.8
maxfacewidth,12,13,2,18,126.78,5.95
mandwidth,12,13,2,19,92,7.12
maxcranlength,12,13,2,18,184.06,7.69
cranbasewidth,12,13,2,24,136.53,6.89
upfacedepth_r,12,13,2,24,115.4,4.74
upfacedepth_l,12,13,2,24,114.82,5.25
midfacedepth_r,12,13,2,24,120.25,5.57
midfacedepth_l,12,13,2,24,119.84,5.75
lowfacedepth_r,12,13,2,24,132.97,8.03
lowfacedepth_l,12,13,2,24,133.11,8.31
morphfaceheight,12,13,2,24,113.29,6.64
upfaceheight,12,13,2,24,70.41,4.29
lowfaceheight,12,13,2,24,64.23,5.11
incanthwidth,12,13,2,24,32.39,2.91
outcanthwidth,12,13,2,22,82.78,4.23
palpfislength_r,12,13,2,22,26.41,1.88
palpfislength_l,12,13,2,22,25.87,1.93
nasalwidth,12,13,2,24,31.91,2.1
subnasalwidth,12,13,2,24,16.06,1.92
nasalpro,12,13,2,24,18.36,1.79
nasalalalength_r,12,13,2,24,28.43,1.82
nasalalalength_l,12,13,2,24,28.65,2.01
nasalheight,12,13,2,24,52.1,3.14
nasalbdglength,12,13,2,24,43.45,2.95
labfiswidth,12,13,2,24,42.38,3.64
philwidth,12,13,2,24,10.77,1.54
phillength,12,13,2,24,13,2.57
uplipheight,12,13,2,24,19.28,2.76
lowlipheight,12,13,2,24,17.27,1.83
upvermheight,12,13,2,24,7.84,1.69
lowvermheight,12,13,2,24,8.59,1.54
cutlowlipheight,12,13,2,24,10.41,1.92
maxcranwidth,13,14,1,21,151.24,6.67
maxcranwidth,13,14,3,46,149.43,6.08
minfrntwidth,13,14,1,21,107.9,6.93
minfrntwidth,13,14,3,46,106.93,7.73
maxfacewidth,13,14,1,21,132.38,7.74
maxfacewidth,13,14,3,46,131,7.03
mandwidth,13,14,1,21,99.33,6.62
mandwidth,13,14,3,43,97.56,6.27
maxcranlength,13,14,1,21,191.33,6.81
maxcranlength,13,14,3,46,187.39,6.93
cranbasewidth,13,14,1,21,143.58,7.64
cranbasewidth,13,14,3,47,141.48,6.3
upfacedepth_r,13,14,1,21,120.59,5.78
upfacedepth_r,13,14,3,47,118.85,4.95
upfacedepth_l,13,14,1,21,119.81,5.69
upfacedepth_l,13,14,3,47,118.47,4.81
midfacedepth_r,13,14,1,21,126,6.08
midfacedepth_r,13,14,3,47,123.81,5.28
midfacedepth_l,13,14,1,21,124.92,5.75
midfacedepth_l,13,14,3,47,123.28,4.9
lowfacedepth_r,13,14,1,21,140.51,7.35
lowfacedepth_r,13,14,3,47,137.29,6.28
lowfacedepth_l,13,14,1,21,139.72,7.2
lowfacedepth_l,13,14,3,47,137.15,6.14
morphfaceheight,13,14,1,21,117.46,6.69
morphfaceheight,13,14,3,48,115.78,5.77
upfaceheight,13,14,1,21,72.88,4.28
upfaceheight,13,14,3,48,72.18,3.74
lowfaceheight,13,14,1,21,67.13,5.44
lowfaceheight,13,14,3,48,65.41,4.95
incanthwidth,13,14,1,21,31.73,3.75
incanthwidth,13,14,3,48,31.9,3.1
outcanthwidth,13,14,1,20,87.89,4.2
outcanthwidth,13,14,3,47,86.66,3.96
palpfislength_r,13,14,1,20,28.51,2.21
palpfislength_r,13,14,3,47,28.02,2.07
palpfislength_l,13,14,1,20,28.77,2.1
palpfislength_l,13,14,3,47,28.13,2.18
nasalwidth,13,14,1,21,32.94,2.67
nasalwidth,13,14,3,48,33.02,2.35
subnasalwidth,13,14,1,21,17.05,1.97
subnasalwidth,13,14,3,48,17.16,2.05
nasalpro,13,14,1,21,18.81,1.71
nasalpro,13,14,3,48,18.89,1.71
nasalalalength_r,13,14,1,21,30.3,2.35
nasalalalength_r,13,14,3,48,30.06,2.05
nasalalalength_l,13,14,1,21,30.38,2.14
nasalalalength_l,13,14,3,48,30.27,1.96
nasalheight,13,14,1,21,53.21,3.48
nasalheight,13,14,3,48,53.3,3.24
nasalbdglength,13,14,1,21,44.93,3.33
nasalbdglength,13,14,3,48,45.29,3.29
labfiswidth,13,14,1,21,45.42,4.83
labfiswidth,13,14,3,48,45.66,4.42
philwidth,13,14,1,21,11.98,1.61
philwidth,13,14,3,48,11.63,1.65
phillength,13,14,1,21,14.06,3.05
phillength,13,14,3,48,13.59,2.58
uplipheight,13,14,1,21,20.69,2.54
uplipheight,13,14,3,48,19.92,2.46
lowlipheight,13,14,1,21,17.78,2.85
lowlipheight,13,14,3,48,17.43,2.77
upvermheight,13,14,1,21,8.38,1.74
upvermheight,13,14,3,48,7.79,1.73
lowvermheight,13,14,1,21,9.39,2
lowvermheight,13,14,3,48,9.02,2.26
cutlowlipheight,13,14,1,21,10.01,2.61
cutlowlipheight,13,14,3,48,10.08,2.15
maxcranwidth,13,14,2,25,147.92,5.2
minfrntwidth,13,14,2,25,106.12,8.4
maxfacewidth,13,14,2,25,129.84,6.31
mandwidth,13,14,2,22,95.86,5.55
maxcranlength,13,14,2,25,184.08,5.13
cranbasewidth,13,14,2,26,139.78,4.44
upfacedepth_r,13,14,2,26,117.45,3.71
upfacedepth_l,13,14,2,26,117.38,3.73
midfacedepth_r,13,14,2,26,122.04,3.8
midfacedepth_l,13,14,2,26,121.96,3.7
lowfacedepth_r,13,14,2,26,134.69,3.69
lowfacedepth_l,13,14,2,26,135.08,4.22
morphfaceheight,13,14,2,27,114.47,4.66
upfaceheight,13,14,2,27,71.64,3.23
lowfaceheight,13,14,2,27,64.07,4.17
incanthwidth,13,14,2,27,32.03,2.56
outcanthwidth,13,14,2,27,85.75,3.58
palpfislength_r,13,14,2,27,27.65,1.93
palpfislength_l,13,14,2,27,27.66,2.16
nasalwidth,13,14,2,27,33.09,2.13
subnasalwidth,13,14,2,27,17.25,2.14
nasalpro,13,14,2,27,18.95,1.74
nasalalalength_r,13,14,2,27,29.87,1.81
nasalalalength_l,13,14,2,27,30.19,1.84
nasalheight,13,14,2,27,53.36,3.12
nasalbdglength,13,14,2,27,45.56,3.3
labfiswidth,13,14,2,27,45.85,4.15
philwidth,13,14,2,27,11.35,1.66
phillength,13,14,2,27,13.23,2.13
uplipheight,13,14,2,27,19.32,2.26
lowlipheight,13,14,2,27,17.15,2.73
upvermheight,13,14,2,27,7.33,1.6
lowvermheight,13,14,2,27,8.73,2.45
cutlowlipheight,13,14,2,27,10.13,1.77
maxcranwidth,14,15,2,14,145.57,5.49
maxcranwidth,14,15,3,28,147.89,5.75
minfrntwidth,14,15,2,14,106.57,8.86
minfrntwidth,14,15,3,28,108.14,8.67
maxfacewidth,14,15,2,14,128.14,3.94
maxfacewidth,14,15,3,28,129.71,5.6
mandwidth,14,15,2,14,92.57,5.5
mandwidth,14,15,3,27,95.19,6.29
maxcranlength,14,15,2,14,187.29,6.72
maxcranlength,14,15,3,27,189.81,9.3
cranbasewidth,14,15,2,14,136.59,5.11
cranbasewidth,14,15,3,30,140.17,6.14
upfacedepth_r,14,15,2,14,116.32,3.58
upfacedepth_r,14,15,3,30,119.52,4.87
upfacedepth_l,14,15,2,14,114.76,3.78
upfacedepth_l,14,15,3,30,118.35,5.47
midfacedepth_r,14,15,2,14,120.93,4.4
midfacedepth_r,14,15,3,30,124.6,5.26
midfacedepth_l,14,15,2,14,119.49,4.37
midfacedepth_l,14,15,3,30,123.08,5.48
lowfacedepth_r,14,15,2,14,134.58,6.53
lowfacedepth_r,14,15,3,30,138.75,7.25
lowfacedepth_l,14,15,2,14,133.24,6.05
lowfacedepth_l,14,15,3,30,137.5,7.13
morphfaceheight,14,15,2,14,109.59,6.72
morphfaceheight,14,15,3,30,115.57,9.13
upfaceheight,14,15,2,14,68.75,4.48
upfaceheight,14,15,3,30,71.67,5.19
lowfaceheight,14,15,2,14,60.75,5.88
lowfaceheight,14,15,3,30,65.35,7.1
incanthwidth,14,15,2,14,31.33,2.11
incanthwidth,14,15,3,30,31.84,2.1
outcanthwidth,14,15,2,14,85.25,2.71
outcanthwidth,14,15,3,30,86.67,3.34
palpfislength_r,14,15,2,14,27.91,1.8
palpfislength_r,14,15,3,30,28.29,1.76
palpfislength_l,14,15,2,14,27.66,1.9
palpfislength_l,14,15,3,30,28.09,2.04
nasalwidth,14,15,2,14,33.01,2.14
nasalwidth,14,15,3,30,33.65,2.59
subnasalwidth,14,15,2,14,18.46,2.72
subnasalwidth,14,15,3,30,18.16,2.89
nasalpro,14,15,2,14,18.46,1.36
nasalpro,14,15,3,30,19.51,1.8
nasalalalength_r,14,15,2,14,30.04,1.48
nasalalalength_r,14,15,3,30,31,2.27
nasalalalength_l,14,15,2,14,29.92,1.77
nasalalalength_l,14,15,3,30,31.18,2.6
nasalheight,14,15,2,14,51.09,3.77
nasalheight,14,15,3,30,52.88,3.84
nasalbdglength,14,15,2,14,44.06,3.3
nasalbdglength,14,15,3,30,45,3.16
labfiswidth,14,15,2,14,44.97,3.22
labfiswidth,14,15,3,30,45.03,4.34
philwidth,14,15,2,14,11.46,1.64
philwidth,14,15,3,30,11.75,1.94
phillength,14,15,2,14,12.24,1.81
phillength,14,15,3,30,13.4,2.62
uplipheight,14,15,2,14,18.44,1.92
uplipheight,14,15,3,30,19.68,2.38
lowlipheight,14,15,2,14,16.22,2.21
lowlipheight,14,15,3,30,16.92,2.67
upvermheight,14,15,2,14,7.16,1.41
upvermheight,14,15,3,30,7.6,1.73
lowvermheight,14,15,2,14,8.61,2.28
lowvermheight,14,15,3,30,8.92,2.18
cutlowlipheight,14,15,2,14,9.13,2.25
cutlowlipheight,14,15,3,30,9.74,2.34
maxcranwidth,14,15,1,14,150.21,5.19
minfrntwidth,14,15,1,14,109.71,8.52
maxfacewidth,14,15,1,14,131.29,6.65
mandwidth,14,15,1,13,98,6.03
maxcranlength,14,15,1,13,192.54,11.09
cranbasewidth,14,15,1,16,143.31,5.27
upfacedepth_r,14,15,1,16,122.33,4.1
upfacedepth_l,14,15,1,16,121.49,4.8
midfacedepth_r,14,15,1,16,127.8,3.64
midfacedepth_l,14,15,1,16,126.22,4.34
lowfacedepth_r,14,15,1,16,142.41,5.86
lowfacedepth_l,14,15,1,16,141.22,5.92
morphfaceheight,14,15,1,16,120.8,7.71
upfaceheight,14,15,1,16,74.22,4.46
lowfaceheight,14,15,1,16,69.38,5.51
incanthwidth,14,15,1,16,32.29,2.05
outcanthwidth,14,15,1,16,87.92,3.41
palpfislength_r,14,15,1,16,28.63,1.71
palpfislength_l,14,15,1,16,28.48,2.14
nasalwidth,14,15,1,16,34.2,2.88
subnasalwidth,14,15,1,16,17.9,3.09
nasalpro,14,15,1,16,20.44,1.65
nasalalalength_r,14,15,1,16,31.84,2.55
nasalalalength_l,14,15,1,16,32.28,2.76
nasalheight,14,15,1,16,54.45,3.24
nasalbdglength,14,15,1,16,45.82,2.87
labfiswidth,14,15,1,16,45.09,5.24
philwidth,14,15,1,16,12.01,2.19
phillength,14,15,1,16,14.42,2.84
uplipheight,14,15,1,16,20.76,2.26
lowlipheight,14,15,1,16,17.53,2.95
upvermheight,14,15,1,16,7.98,1.93
lowvermheight,14,15,1,16,9.2,2.13
cutlowlipheight,14,15,1,16,10.28,2.35
maxcranwidth,15,16,2,14,147,4.37
maxcranwidth,15,16,3,28,149,4.46
minfrntwidth,15,16,2,14,107.36,5.4
minfrntwidth,15,16,3,28,109.5,7.11
maxfacewidth,15,16,2,14,129.29,5.06
maxfacewidth,15,16,3,27,129.44,5.98
mandwidth,15,16,2,14,95.07,6.49
mandwidth,15,16,3,27,96.67,6.04
maxcranlength,15,16,2,14,186.5,5.14
maxcranlength,15,16,3,28,188.89,6.26
cranbasewidth,15,16,2,15,137.22,4.36
cranbasewidth,15,16,3,30,140.45,6.41
upfacedepth_r,15,16,2,15,116.56,3.39
upfacedepth_r,15,16,3,30,119.28,4.66
upfacedepth_l,15,16,2,15,115.61,4.24
upfacedepth_l,15,16,3,30,118.49,4.7
midfacedepth_r,15,16,2,15,121.47,3.97
midfacedepth_r,15,16,3,30,124.61,5.75
midfacedepth_l,15,16,2,15,120.42,4.61
midfacedepth_l,15,16,3,30,123.89,5.63
lowfacedepth_r,15,16,2,15,133.72,6.52
lowfacedepth_r,15,16,3,30,138.04,8.71
lowfacedepth_l,15,16,2,15,132.81,7.17
lowfacedepth_l,15,16,3,30,137.66,8.88
morphfaceheight,15,16,2,15,115.78,8.69
morphfaceheight,15,16,3,31,119.24,8.12
upfaceheight,15,16,2,15,72.97,5.02
upfaceheight,15,16,3,31,74.5,4.66
lowfaceheight,15,16,2,15,64.26,5.43
lowfaceheight,15,16,3,31,67.28,5.7
incanthwidth,15,16,2,15,31.28,2.04
incanthwidth,15,16,3,31,31.49,2.36
outcanthwidth,15,16,2,15,85.06,4.53
outcanthwidth,15,16,3,30,86.2,4.51
palpfislength_r,15,16,2,15,27.52,2.49
palpfislength_r,15,16,3,30,27.98,2.38
palpfislength_l,15,16,2,15,27.64,2.28
palpfislength_l,15,16,3,30,28.14,2.29
nasalwidth,15,16,2,15,31.91,1.96
nasalwidth,15,16,3,31,33.66,3.03
subnasalwidth,15,16,2,15,17.11,1.73
subnasalwidth,15,16,3,31,17.76,1.98
nasalpro,15,16,2,15,19.69,2.19
nasalpro,15,16,3,31,19.98,2.39
nasalalalength_r,15,16,2,15,30.52,1.78
nasalalalength_r,15,16,3,31,31.76,2.09
nasalalalength_l,15,16,2,15,30.82,1.85
nasalalalength_l,15,16,3,31,32.22,2.35
nasalheight,15,16,2,15,54.87,4.09
nasalheight,15,16,3,31,55.3,4.07
nasalbdglength,15,16,2,15,47.2,3.82
nasalbdglength,15,16,3,31,47.47,3.53
labfiswidth,15,16,2,15,45.98,3.58
labfiswidth,15,16,3,31,46.28,3.45
philwidth,15,16,2,15,12.31,1.72
philwidth,15,16,3,31,12.07,1.53
phillength,15,16,2,15,12.2,2.14
phillength,15,16,3,31,13.57,2.76
uplipheight,15,16,2,15,19.06,2.1
uplipheight,15,16,3,31,20.24,2.82
lowlipheight,15,16,2,15,16.73,1.57
lowlipheight,15,16,3,31,17.99,3.23
upvermheight,15,16,2,15,7.93,1.06
upvermheight,15,16,3,31,7.91,1.07
lowvermheight,15,16,2,15,8.84,1.15
lowvermheight,15,16,3,31,9.03,2.17
cutlowlipheight,15,16,2,15,9.75,1.64
cutlowlipheight,15,16,3,31,10.72,2.41
maxcranwidth,15,16,1,14,151,3.68
minfrntwidth,15,16,1,14,111.64,8.11
maxfacewidth,15,16,1,13,129.62,7.05
mandwidth,15,16,1,13,98.38,5.22
maxcranlength,15,16,1,14,191.29,6.52
cranbasewidth,15,16,1,15,143.67,6.62
upfacedepth_r,15,16,1,15,122,4.18
upfacedepth_l,15,16,1,15,121.37,3.15
midfacedepth_r,15,16,1,15,127.75,5.63
midfacedepth_l,15,16,1,15,127.36,4.31
lowfacedepth_r,15,16,1,15,142.36,8.64
lowfacedepth_l,15,16,1,15,142.51,7.84
morphfaceheight,15,16,1,16,122.48,6.18
upfaceheight,15,16,1,16,75.93,3.91
lowfaceheight,15,16,1,16,70.11,4.45
incanthwidth,15,16,1,16,31.69,2.67
outcanthwidth,15,16,1,15,87.33,4.35
palpfislength_r,15,16,1,15,28.44,2.26
palpfislength_l,15,16,1,15,28.65,2.27
nasalwidth,15,16,1,16,35.3,2.97
subnasalwidth,15,16,1,16,18.36,2.07
nasalpro,15,16,1,16,20.25,2.6
nasalalalength_r,15,16,1,16,32.93,1.67
nasalalalength_l,15,16,1,16,33.53,2.02
nasalheight,15,16,1,16,55.7,4.15
nasalbdglength,15,16,1,16,47.72,3.34
labfiswidth,15,16,1,16,46.56,3.41
philwidth,15,16,1,16,11.84,1.34
phillength,15,16,1,16,14.85,2.71
uplipheight,15,16,1,16,21.35,3.01
lowlipheight,15,16,1,16,19.16,3.94
upvermheight,15,16,1,16,7.89,1.11
lowvermheight,15,16,1,16,9.22,2.85
cutlowlipheight,15,16,1,16,11.63,2.71
maxcranwidth,16,17,2,6,149,6.2
maxcranwidth,16,17,3,16,149.81,6.2
minfrntwidth,16,17,2,6,108.33,8.02
minfrntwidth,16,17,3,16,109.56,6.73
maxfacewidth,16,17,2,6,132.67,3.72
maxfacewidth,16,17,3,15,133.93,5.65
mandwidth,16,17,2,6,98.83,7.11
mandwidth,16,17,3,16,100.06,6.3
maxcranlength,16,17,2,6,187.5,5.99
maxcranlength,16,17,3,15,192.4,8.2
cranbasewidth,16,17,2,7,139.76,3.6
cranbasewidth,16,17,3,15,142.4,4.66
upfacedepth_r,16,17,2,7,119.82,3.43
upfacedepth_r,16,17,3,16,121.67,4.63
upfacedepth_l,16,17,2,7,118.17,3.65
upfacedepth_l,16,17,3,16,121.76,6.19
midfacedepth_r,16,17,2,7,125.4,3.83
midfacedepth_r,16,17,3,16,126.98,4.7
midfacedepth_l,16,17,2,7,122.52,3.52
midfacedepth_l,16,17,3,16,126.61,6.6
lowfacedepth_r,16,17,2,7,140.29,4.41
lowfacedepth_r,16,17,3,16,141.87,6.65
lowfacedepth_l,16,17,2,7,138.04,4.99
lowfacedepth_l,16,17,3,16,141.43,8.76
morphfaceheight,16,17,2,7,118.22,3.43
morphfaceheight,16,17,3,17,121.72,6.87
upfaceheight,16,17,2,7,73.08,2.17
upfaceheight,16,17,3,17,75.33,4.98
lowfaceheight,16,17,2,7,67.72,3.55
lowfaceheight,16,17,3,17,69.62,4.9
incanthwidth,16,17,2,7,31.8,3.24
incanthwidth,16,17,3,17,32,2.35
outcanthwidth,16,17,2,7,85.29,3.01
outcanthwidth,16,17,3,17,86.12,3.93
palpfislength_r,16,17,2,7,27.55,1.7
palpfislength_r,16,17,3,17,27.72,2.08
palpfislength_l,16,17,2,7,27.53,1.75
palpfislength_l,16,17,3,17,27.82,2.03
nasalwidth,16,17,2,7,31.93,2.51
nasalwidth,16,17,3,17,33.18,2.78
subnasalwidth,16,17,2,7,17.71,1.66
subnasalwidth,16,17,3,17,17.71,1.79
nasalpro,16,17,2,7,18.64,1.14
nasalpro,16,17,3,17,19.95,2.24
nasalalalength_r,16,17,2,7,29.99,1.32
nasalalalength_r,16,17,3,17,31.84,2.55
nasalalalength_l,16,17,2,7,30.11,1.36
nasalalalength_l,16,17,3,17,31.81,2.59
nasalheight,16,17,2,7,53.26,1.14
nasalheight,16,17,3,17,55.36,3.42
nasalbdglength,16,17,2,7,45.74,1.54
nasalbdglength,16,17,3,17,47.81,3.52
labfiswidth,16,17,2,7,47.51,3.67
labfiswidth,16,17,3,17,46.51,4.18
philwidth,16,17,2,7,11.46,2.14
philwidth,16,17,3,17,11.49,1.74
phillength,16,17,2,7,14.03,2.31
phillength,16,17,3,17,14.64,2.61
uplipheight,16,17,2,7,20.79,2.21
uplipheight,16,17,3,17,21.02,2.72
lowlipheight,16,17,2,7,17.86,1.68
lowlipheight,16,17,3,17,18.87,2.28
upvermheight,16,17,2,7,8.38,1.48
upvermheight,16,17,3,17,7.92,1.4
lowvermheight,16,17,2,7,9.51,0.74
lowvermheight,16,17,3,17,10.12,1.16
cutlowlipheight,16,17,2,7,10.43,2.13
cutlowlipheight,16,17,3,17,11.15,2.45
maxcranwidth,16,17,1,10,150.3,6.48
minfrntwidth,16,17,1,10,110.3,6.18
maxfacewidth,16,17,1,9,134.78,6.72
mandwidth,16,17,1,10,100.8,6.03
maxcranlength,16,17,1,9,195.67,8.08
cranbasewidth,16,17,1,8,144.71,4.38
upfacedepth_r,16,17,1,9,123.1,5.1
upfacedepth_l,16,17,1,9,124.55,6.46
midfacedepth_r,16,17,1,9,128.21,5.15
midfacedepth_l,16,17,1,9,129.79,6.82
lowfacedepth_r,16,17,1,9,143.1,8.02
lowfacedepth_l,16,17,1,9,144.07,10.37
morphfaceheight,16,17,1,10,124.17,7.73
upfaceheight,16,17,1,10,76.9,5.86
lowfaceheight,16,17,1,10,70.95,5.44
incanthwidth,16,17,1,10,32.13,1.66
outcanthwidth,16,17,1,10,86.7,4.53
palpfislength_r,16,17,1,10,27.84,2.39
palpfislength_l,16,17,1,10,28.03,2.27
nasalwidth,16,17,1,10,34.05,2.74
subnasalwidth,16,17,1,10,17.71,1.96
nasalpro,16,17,1,10,20.87,2.4
nasalalalength_r,16,17,1,10,33.13,2.44
nasalalalength_l,16,17,1,10,33.01,2.61
nasalheight,16,17,1,10,56.84,3.75
nasalbdglength,16,17,1,10,49.26,3.85
labfiswidth,16,17,1,10,45.81,4.56
philwidth,16,17,1,10,11.52,1.52
phillength,16,17,1,10,15.08,2.85
uplipheight,16,17,1,10,21.18,3.13
lowlipheight,16,17,1,10,19.58,2.44
upvermheight,16,17,1,10,7.6,1.33
lowvermheight,16,17,1,10,10.54,1.24
cutlowlipheight,16,17,1,10,11.65,2.63
maxcranwidth,17,18,1,6,150.17,7.88
maxcranwidth,17,18,3,15,147.33,6.4
minfrntwidth,17,18,1,6,109.5,6.12
minfrntwidth,17,18,3,15,107.13,6.88
maxfacewidth,17,18,1,5,131.8,4.44
maxfacewidth,17,18,3,14,129.07,4.08
mandwidth,17,18,1,6,101.5,7.06
mandwidth,17,18,3,15,97.53,6.15
maxcranlength,17,18,1,6,199,4.69
maxcranlength,17,18,3,15,192.4,8.06
cranbasewidth,17,18,1,6,146.16,4.54
cranbasewidth,17,18,3,16,141.29,6.04
upfacedepth_r,17,18,1,6,126.31,2.42
upfacedepth_r,17,18,3,16,120.54,5.75
upfacedepth_l,17,18,1,6,124.94,4.58
upfacedepth_l,17,18,3,16,120.14,5.07
midfacedepth_r,17,18,1,6,132.77,4.08
midfacedepth_r,17,18,3,16,126.08,6.65
midfacedepth_l,17,18,1,6,131.83,5.12
midfacedepth_l,17,18,3,16,125.43,6.4
lowfacedepth_r,17,18,1,5,145.49,2.96
lowfacedepth_r,17,18,3,15,140.94,7.44
lowfacedepth_l,17,18,1,5,143.99,4.58
lowfacedepth_l,17,18,3,15,140.13,7.44
morphfaceheight,17,18,1,5,128.45,9.46
morphfaceheight,17,18,3,15,119.19,9.75
upfaceheight,17,18,1,6,81.56,5.26
upfaceheight,17,18,3,16,74.67,7.01
lowfaceheight,17,18,1,5,74.29,8.47
lowfaceheight,17,18,3,15,67.69,7.73
incanthwidth,17,18,1,6,32.95,3.83
incanthwidth,17,18,3,16,32.68,3.33
outcanthwidth,17,18,1,5,87.15,3.65
outcanthwidth,17,18,3,15,87.73,3.24
palpfislength_r,17,18,1,5,28.04,2.34
palpfislength_r,17,18,3,15,28.44,2.37
palpfislength_l,17,18,1,5,27.04,2.3
palpfislength_l,17,18,3,15,28.14,2.75
nasalwidth,17,18,1,6,36.67,2.34
nasalwidth,17,18,3,16,34.42,3.19
subnasalwidth,17,18,1,6,18.74,1.9
subnasalwidth,17,18,3,16,17.25,2.17
nasalpro,17,18,1,6,21.09,0.69
nasalpro,17,18,3,16,19.46,1.67
nasalalalength_r,17,18,1,6,35.73,1.27
nasalalalength_r,17,18,3,16,32.09,3.43
nasalalalength_l,17,18,1,6,35.74,2.15
nasalalalength_l,17,18,3,16,32.43,3.23
nasalheight,17,18,1,6,58.75,2.46
nasalheight,17,18,3,16,54.7,3.94
nasalbdglength,17,18,1,6,51.07,3.29
nasalbdglength,17,18,3,16,47.25,4
labfiswidth,17,18,1,6,47.31,2.77
labfiswidth,17,18,3,16,47.35,3.43
philwidth,17,18,1,6,12.73,1.63
philwidth,17,18,3,16,12.06,1.99
phillength,17,18,1,6,17.25,2.59
phillength,17,18,3,16,14.28,3.42
uplipheight,17,18,1,6,24.83,3.3
uplipheight,17,18,3,16,21.11,4.27
lowlipheight,17,18,1,5,18.7,2.69
lowlipheight,17,18,3,15,17.1,2.96
upvermheight,17,18,1,6,8.72,1.47
upvermheight,17,18,3,16,7.89,1.7
lowvermheight,17,18,1,6,9.63,1.37
lowvermheight,17,18,3,16,8.81,1.6
cutlowlipheight,17,18,1,5,11.92,2.45
cutlowlipheight,17,18,3,15,10.36,2.78
maxcranwidth,17,18,2,9,145.44,4.77
minfrntwidth,17,18,2,9,105.56,7.23
maxfacewidth,17,18,2,9,127.56,3.17
mandwidth,17,18,2,9,94.89,3.92
maxcranlength,17,18,2,9,188,6.75
cranbasewidth,17,18,2,10,138.37,4.89
upfacedepth_r,17,18,2,10,117.08,4.04
upfacedepth_l,17,18,2,10,117.26,2.55
midfacedepth_r,17,18,2,10,122.07,4.1
midfacedepth_l,17,18,2,10,121.6,3.18
lowfacedepth_r,17,18,2,10,138.66,8.06
lowfacedepth_l,17,18,2,10,138.2,8.02
morphfaceheight,17,18,2,10,114.56,6.05
upfaceheight,17,18,2,10,70.54,4
lowfaceheight,17,18,2,10,64.39,4.97
incanthwidth,17,18,2,10,32.51,3.2
outcanthwidth,17,18,2,10,88.02,3.19
palpfislength_r,17,18,2,10,28.65,2.49
palpfislength_l,17,18,2,10,28.68,2.9
nasalwidth,17,18,2,10,33.07,2.91
subnasalwidth,17,18,2,10,16.36,1.88
nasalpro,17,18,2,10,18.49,1.25
nasalalalength_r,17,18,2,10,29.91,2.14
nasalalalength_l,17,18,2,10,30.45,1.76
nasalheight,17,18,2,10,52.26,2.22
nasalbdglength,17,18,2,10,44.97,2.25
labfiswidth,17,18,2,10,47.37,3.92
philwidth,17,18,2,10,11.66,2.16
phillength,17,18,2,10,12.51,2.54
uplipheight,17,18,2,10,18.88,3.1
lowlipheight,17,18,2,10,16.3,2.87
upvermheight,17,18,2,10,7.39,1.7
lowvermheight,17,18,2,10,8.33,1.58
cutlowlipheight,17,18,2,10,9.59,2.71
maxcranwidth,18,19,2,38,146.37,5.44
maxcranwidth,18,19,3,66,149.47,7.13
minfrntwidth,18,19,2,38,103.5,6.26
minfrntwidth,18,19,3,66,106.64,7.35
maxfacewidth,18,19,2,32,131,4.84
maxfacewidth,18,19,3,56,133.05,6.36
mandwidth,18,19,2,38,95.53,7.06
mandwidth,18,19,3,66,97.8,7.36
maxcranlength,18,19,2,38,186.79,5.69
